Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Contractor-details_Details-entrepr_eng,Contractor-details_Details-entrepr_fra,Proj-desc_eng,Proj-desc_fra,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Leslie & Benn Contracting Limited, Port Hawkesbury, Nova Scotia","Leslie & Benn Contracting Limited, Port Hawkesbury, Nouvelle-Écosse","Wharf reconstruction, Little Liscombe, Nova Scotia","Reconstruction d'un quai, Little Liscombe, Nouvelle-Écosse",2071644,0,2042675
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","LCL Construction Ltd., Carman, Manitoba","LCL Construction Ltd., Carman, Manitoba","Construction of boat storage building of search and rescue station, Gimli, Manitoba","Construction du bâtiment de stockage de bateaux de la station de recherche et de sauvetage, Gimli, Manitoba",1057544,0,914184
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Matcon Excavation & Shoring Ltd., Coquitlam, British Columbia","Matcon Excavation & Shoring Ltd., Coquitlam, Colombie-Britannique","Matcon false creek watermain replacement, Vancouver, British Columbia","Remplacement de la conduite d'eau principale de Matcon False Creek, Vancouver, Colombie-Britannique",660008,0,0
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","McNally Constructions Inc., Dartmouth, Nova Scotia","McNally Constructions Inc, Dartmouth, Nouvelle-Écosse","Dredging, Stoney Island, Nova Scotia","Dragage, Stoney Island, Nouvelle-Écosse",854226,0,809649
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Northern Industrial Construction Ltd., Yellowknife, Northwest Territories","Northern Industrial Construction Ltd., Yellowknife, Territoires du Nord-Ouest","Wharf repair sheet pile, Norman Wells, Northwest Territories","Réparation de quai-palplanches, Norman Wells, Territoires du Nord-Ouest",1705468,0,1298194
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Nu-Style Construction Co Ltd., Greater Sudbury, Ontario","Nu-Style Construction Co Ltd., Grand Sudbury, Ontario","Building envelope and exterior upgrades, Parry Sound, Ontario","Améliorations de l'enveloppe du bâtiment et de l'extérieur, Parry Sound, Ontario",698154,0,698154
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Pacific Industrial & Marine, Duncan, British Columbia","Pacific Industrial & Marine, Duncan, Colombie-Britannique","Anode & float ladder fabrication, Steveston Harbour, British Columbia","La fabrication de l'anode et de l'échelle à flotteur, Steveston Harbour, Colombie-Britannique",760076,0,760076
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Port of Spain Holdings Inc, Toronto, Ontario","Port of Spain Holdings Inc, Toronto, Ontario","Gibsons Wharf Reconstruction, Gibsons, British Columbia","Reconstruction du quai de Gibsons, Gibsons, Colombie-Britannique",689235,0,291340
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Rigarus Construction Inc, Elmira, Ontario","Rigarus Construction Inc, Elmira, Ontario","Removal and installation of two aids to navigation towers, Amherstburg, Ontario","Remplacement de deux nouvelles tours d'aide à la navigation, Amherstburg, Ontario",403350,0,363532
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Seagate Construction Inc, Dartmouth, Nova Scotia","Seagate Construction Inc, Dartmouth, Nouvelle-Écosse","Upgrades to Ford auditorium, Dartmouth, Nova Scotia","Mises à niveau de l'auditorium Ford, Dartmouth, Nouvelle-Écosse",819624,0,819624
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Simpson Building Contractors Ltd., Frederiction, New Brunswick","Simpson Building Contractors Ltd., Frederiction, Nouveau-Brunswick","Well house 3 and 4 rehabilitation at the Mactaquac Biodiversity Facility, French Village, New Brunswick","Réhabilitation des maisons à puits 3 et 4 au Centre de biodiversité de Mactaquac, French Village, Nouveau-Brunswick",544829,0,544829
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Superior Contracting Ltd., Arichat, Nova Scotia","Superior Contracting Ltd., Arichat, Nouvelle-Écosse","Wharf reconstruction, Little Harbour, Nova Scotia","Reconstruction d'un quai, Little Harbour, Nouvelle-Écosse",910724,0,910723
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Superior Contracting Ltd., Arichat, Nova Scotia","Superior Contracting Ltd., Arichat, Nouvelle-Écosse","Wharf reconstruction, Little River, Nova Scotia","Reconstruction d'un quai, Little River, Nouvelle-Écosse",1056555,0,698635
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","T R Hinan Contractors Inc, Fonthill, Ontario","T R Hinan Contractors Inc, Fonthill, Ontario","Search & Rescue Station, Port Weller and Canal Parkway, Ontario","Station de recherche et de sauvetage, Port Weller et Canal Parkway, Ontario",4913423,0,1373108
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Tom Jones Corporation, Thunder Bay, Ontario","Tom Jones Corporation, Thunder Bay, Ontario","Harbour rehabilitation, Silver Islet, Ontario","Réhabilitation du port, Silver Islet, Ontario",3005179,0,0
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Traytown Construction, Traytown, Newfoundland and Labrador","Traytown Construction, Traytown, Terre-Neuve-et-Labrador","Construction of new Canadian Coast Guard stations, Twillingate, Newfoundland and Labrador","Construction de nouvelles stations de la Garde cotière canadienne, Twillingate, Terre-Neuve-et-Labrador",6763378,0,6757684
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Vancouver Pile Driving Ltd., North Vancouver, British Columbia","Vancouver Pile Driving Ltd., North Vancouver, Colombie-Britannique","Okeover harbour wharf repair, Powell River, British Columbia","Réparation du quai du port d'Okeover, Powell River, Colombie-Britannique",743925,0,0
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Vaughn McManus Construction Limited, Kingsville, Nova Scotia","Vaughn McManus Construction Limited, Kingsville, Nouvelle-Écosse","Wharf improvements, Cheticamp, Nova Scotia","améliorations de la structure du quai, Cheticamp, Nouvelle-Écosse",552094,0,356568
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Zhemaak Inc, George Island, Manitoba","Zhemaak Inc, George Island, Manitoba","Wharf reconstruction, George Island, Manitoba","Reconstruction du quai, George Island, Manitoba",588941,0,588941
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","2220742 Ontario Ltd., Burlington, Ontario","2220742 Ontario Ltd., Burlington, Ontario","CCG Small Vessel Station, Portsmouth Harbour, Ontario","Station de petit navire de la GCC, Portsmouth Harbour, Ontario",4094320,0,4094320
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","2220742 Ontario Ltd., Milton, Ontario","2220742 Ontario Ltd., Milton, Ontario","Breakwater rehabilitation, Meaford East, Ontario","Réhabilitation de brise-lames, Meaford East, Ontario",803720,0,0
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","2220742 Ontario Ltd., Oakville, Ontario","2220742 Ontario Ltd., Oakville, Ontario","Rehabilitation of jetty, Port Dover, Ontario","Réhabilitation de la jetée, Port Dover, Ontario",2743319,0,2380539
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","693825 NB Inc, Haut-Lamèque, New Brunswick","693825 NB Inc, Haut-Lameque, Nouveau-Brunswick","Harbour dredging, New Mills, New Brunswick","Dragage du harve, New Mills, Nouveau-Brunswick",586797,0,586797
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","7305516 Canada Ltd Canadyne Navigation, Carleton Place, Ontario","7305516 Canada Ltd Canadyne Navigation, Carleton Place, Ontario","Construction Naufrage Structure 304 and 306, Naufrage, Prince Edward Island","Construction de quai Naufrage 304 et 306, Naufrage, Île-du-Prince-Édouard",5382988,0,5382988
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","851791 NWT Ltd Rowe's Construction, Hay River, Northwest Territories","851791 NWT Ltd Rowe's Construction, Hay River, Territoires du Nord-Ouest","Installation of water and sewer lines at the Canadian Coast Guard base, Hay River, Northwest Territories","Installation de lignes d'eau et d'égout à la base de la Garde cotière canadienne, Hay River, Territoires du Nord-Ouest",577438,0,574468
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Ambidex Inc, Frelighsburg, Quebec","Ambidex Inc, Frelighsburg, Québec","Enhance barrack, Fort Lennox National Historic Site, Quebec","Amélioration de la caserne, Lieu historique national du Fort-Lennox, Québec",566660,0,91300
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","AECOM Consultants Inc, Montréal, Quebec","AECOM Consultants Inc, Montréal, Québec","Construction of an active transportation link on the north shore, Lachine Canal National Historic Site, Quebec","Construction d'un lien de transport actif sur la rive nord, Lieu historique national du Canal-de-Lachine, Québec",1326232,0,1153648
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Baja Construction Canada Inc, Canmore, Alberta","Baja Construction Canada Inc, Canmore, Alberta","Construction of staff housing units, Banff National Park, Alberta","Construction de logements pour le personnel, Parc national Banff, Alberta",3469983,0,3457491
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Bogdan's Construction Ltd., Canmore, Alberta","Bogdan's Construction Ltd., Canmore, Alberta","Replacement of source water tank, Miette Hot Springs, British Columbia","Remplacement du réservoir d'eau des sources thermales, Sources thermales Miette, Colombie-Britannique",422683,0,0
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Border Holdings Ltd., Cranbrook, British Columbia","Border Holdings Ltd., Cranbrook, Colombie-Britannique","Rehabilitation and replacement of the Aquacourt windows and doors, Radium Hot Springs, British Columbia","Réfection et remplacement des portes et fenêtres de l'Aquacourt, Radium Hot Springs, Colombie-Britannique",557044,0,339467
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Constructions BSL Inc, Saint-Augustin-de-Desmaures, Quebec","Constructions BSL Inc, Saint-Augustin-de-Desmaures, Québec","Rehabilitation of spillway 1, Lachine Canal National Historic Site, Quebec","Réfection du déversoir 1, Lieu historique national du Canal-de-Lachine, Québec",1153461,0,0
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","CIMA+, Gatineau, Quebec","CIMA+, Gatineau, Québec","Rehabilitation of walls, Lachine Canal National Historic Site, Quebec","Réfection des murs, Lieu historique national du Canal-de-Lachine, Québec",598949,0,495924
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Demke Enterprises Ltd., Redcliff, Alberta","Demke Enterprises Ltd., Redcliff, Alberta","Rehabilitation of staff housing units, Waterton Lakes National Park, Alberta","Réfection de logements pour le personnel, Parc national des Lacs-Waterton, Alberta",250806,0,239456
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Rehabilitation of walls, Lachine Canal National Historic Site, Quebec","Réfection des murs, Lieu historique national du Canal-de-Lachine, Québec",20248038,0,18811670
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","DCL Construction Services Ltd., Calgary, Alberta","DCL Construction Services Ltd., Calgary, Alberta","Rehabilitation of the Numa Falls day use area, Kootenay National Park, British Columbia","Réfection de l'aire de fréquentation diurne des Chutes-Numa, Parc national Kootenay, Colombie-Britannique",974340,0,962067
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","DCL Construction Services Ltd., Calgary, Alberta","DCL Construction Services Ltd., Calgary, Alberta","Rehabilitation of Highway 93N roadway and Nigel bridge, Banff National Park, Alberta","Réfection de la route 93N et du pont Nigel, Parc national Banff, Alberta",1995761,0,1775935
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","E Construction Ltd., Edmonton, Alberta","E Construction Ltd., Edmonton, Alberta","Construction of a new westbound passing lane on Highway 16, Jasper National Park, Alberta","Construction d'une nouvelle voie de dépassement en direction ouest de la route 16, Parc national Jasper, Alberta",2173972,0,2160095
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Eiffage Innovative Canada Inc, Burlington, Ontario","Eiffage Innovative Canada Inc, Burlington, Ontario","Rehabilitation of Hamlet Swing Bridge, Severn, Ontario","Réfection du pont tournant Hamlet, Severn, Ontario",12775356,0,12745996
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Exp Services Inc, Brampton, Ontario","Exp Services Inc, Brampton, Ontario","Rehabilitation of Elliot Falls Dam, Kawartha Lakes, Ontario","Réfection du barrage d'Elliot Falls, Kawartha Lakes, Ontario",363755,0,313872
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Greenfield Construction Ltd., Miramichi, New Brunswick","Greenfield Construction Ltd., Miramichi, Nouveau-Brunswick","Replacement of Wardle creek bridge, Kootenay National Park, British Columbia","Remplacement du pont du ruisseau Wardle, Parc national Kootenay, Colombie-Britannique",4577920,0,4518175
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","GTS - GeoTechnical Services Limited, Waverley, Nova Scotia","GTS - GeoTechnical Services Limited, Waverley, Nouvelle-Écosse","Rehabilitation of slopes along the Cabot Trail highway at French Mountain, Cape Breton Highlands National Park, Nova Scotia","Réfection des pentes le long de l'autoroute de la piste Cabot à la montagne French, Parc national des Hautes-Terres-du-Cap-Breton, Nouvelle-Écosse",1012850,0,1009564
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Hilton Brothers Contracting Ltd., Wetaskiwin, Alberta","Hilton Brothers Contracting Ltd., Wetaskiwin, Alberta","Improvement work for safety on the Highway 93N, Jasper National Park, Alberta","Travaux d'amélioration de la sécurité de la route 93N, Parc national Jasper, Alberta",2168401,0,1541693
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Industra Construction Corp, Coquitlam, British Columbia","Industra Construction Corp, Coquitlam, Colombie-Britannique","Installation of a new watermain across the bridges of Pipestone River in Lake Louise, Banff National Park, Alberta","Installation d'un nouveau conduit d'eau entre les ponts de la rivière Pipestone à Lake Louise, Parc national Banff, Alberta",1337339,0,1231134
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Jasper Concrete Ltd., Jasper, Alberta","Jasper Concrete Ltd., Jasper, Alberta","Rehabilitation of the Jasper Heritage Train Station exterior drainage, Jasper National Park, Alberta","Réfection du réseau de drainage de la gare ferroviaire patrimoniale de Jasper, Parc national Jasper, Alberta",548083,0,405929
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Jean Daoust Construction Inc, Cumberland, Ontario","Jean Daoust Construction Inc, Cumberland, Ontario","Rehabilitation of the exterior of Bellevue house, Kingston, Ontario","Réfection extérieure de la villa Bellevue, Kingston, Ontario",4356032,0,3973613
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","KGS Group, Winnipeg, Manitoba","KGS Group, Winnipeg, Manitoba","Rehabilitation of Newboro Lock 36, Newboro, Ontario","Réfection de l'écluse 36 de Newboro, Newboro, Ontario",892311,0,892311
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Louis W Bray Construction Limited, Vars, Ontario","Louis W Bray Construction Limited, Vars, Ontario","Rehabilitation of Newboro Lock 36, Newboro, Ontario","Réfection de l'écluse 36 de Newboro, Newboro, Ontario",4332028,0,4323028
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Martech Electrical Systems Ltd., Castlegar, British Columbia","Martech Electrical Systems Ltd., Castlegar, Colombie-Britannique","Electrical and lighting work on snow sheds of the Trans-Canada Highway, Glacier National Park, British Columbia","Travaux électriques et travaux d'éclairage sur les galeries paravalanche de la route Transcanadienne, Parc national des Glaciers, Colombie-Britannique",2396126,0,2340683
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Max Helmer Construction Ltd., Invermere, British Columbia","Max Helmer Construction Ltd., Invermere, Colombie-Britannique","Replacement of Highway 93S Sinclair creek culvert, Kootenay National Park, British Columbia","Remplacement du ponceau du ruisseau Sinclair de l'autoroute 93S, Parc national Kootenay, Colombie-Britannique",563986,0,499734
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Okanagan Aggregates Ltd., Armstrong, British Columbia","Okanagan Aggregates Ltd., Armstrong, Colombie-Britannique","Improvement work on the Highway 93S, Kootenay National Park, British Columbia","Travaux d'amélioration de la route 93S, Parc national Kootenay, Colombie-Britannique",4082313,0,4021258
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Okanagan Aggregates Ltd., Armstrong, British Columbia","Okanagan Aggregates Ltd., Armstrong, Colombie-Britannique","Paving of the new Upscheek Tashee multi-use pathway, Pacific Rim National Park Reserve, British Columbia","Revêtement de la nouvelle piste polyvalente d'Upscheek Tashee, Réserve de parc national Pacific Rim, Colombie-Britannique",1997000,0,1948076
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Parsons Inc, Markham, Ontario","Parsons Inc, Markham, Ontario","Rehabilitation of Hamlet Swing Bridge, Severn, Ontario","Réfection du pont tournant Hamlet, Severn, Ontario",3657344,0,3657344
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Pilitak Enterprises Ltd., Iqaluit, Nunavut","Pilitak Enterprises Ltd., Iqaluit, Nunavut","Replacement of a house on lot 6 block 5, Resolute Bay, Nunavut","Remplacement d'une maison sur le lot 6 au bloc 5, Resolute Bay, Nunavut",3797000,0,0
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Riddell Kurczaba Architecture Engineering Interior Design, Calgary, Alberta","Riddell Kurczaba Architecture Engineering Interior Design, Calgary, Alberta","Development of staff housing units, Banff National Park, Alberta","Développement de logements pour le personnel, Parc national Banff, Alberta",499570,0,429478
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Roof Tile Management Inc, Mississauga, Ontario","Roof Tile Management Inc, Mississauga, Ontario","Rehabilitation of the eastern palisade of Fort Wellington fortifications, Prescott, Ontario","Réfection de la palissade de l'est des fortifications du fort Wellington, Prescott, Ontario",798800,0,0
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Ross and Anglin Ltd., Ottawa, Ontario","Ross and Anglin Ltd., Ottawa, Ontario","Reconstruction of Bobs Lake dam, Bolingbroke, Ontario","Reconstruction du barrage du lac Bobs, Bolingbroke, Ontario",5166068,0,5152127
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Stantec Consulting Ltd., Edmonton, Alberta","Stantec Consulting Ltd., Edmonton, Alberta","Installation of a sprinkler system, Jasper National Park, Alberta","Installation d'un système d'arrosage, Parc national Jasper, Alberta",389000,0,0
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Stantec Consulting Ltd., Edmonton, Alberta","Stantec Consulting Ltd., Edmonton, Alberta","Rehabilitation of sections of the deck of Fryer dam, Chambly Canal National Historic Site, Quebec","Réfection de sections de tablier du barrage Fryer, Lieu historique national du Canal-de-Chambly, Québec",576881,0,459021
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Stantec Consulting Ltd., Edmonton, Alberta","Stantec Consulting Ltd., Edmonton, Alberta","Rehabilitation of the doors of locks, Lachine Canal National Historic Site, Quebec","Réfection de portes d'écluses, Lieu historique national du Canal-de-Lachine, Québec",398938,0,0
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Stantec Consulting Ltd., Edmonton, Alberta","Stantec Consulting Ltd., Edmonton, Alberta","Rehabilitation of walls, Lachine Canal National Historic Site, Quebec","Réfection des murs, Lieu historique national du Canal-de-Lachine, Québec",1201150,0,1024481
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","SNC-Lavalin Inc, Montréal, Quebec","SNC-Lavalin Inc, Montréal, Québec","Rehabilitation of dams and weirs, Chambly Canal National Historic Site, Quebec","Réfection des digues et barrages, Lieu historique national du Canal-de-Chambly, Québec",1718039,0,1062098
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","SNC-Lavalin Inc, Montréal, Quebec","SNC-Lavalin Inc, Montréal, Québec","Rehabilitation of the overflow, Lachine Canal National Historic Site, Quebec","Réfection des déversoirs, Lieu historique national du Canal-de-Lachine, Québec",1126854,0,909106
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","SVEMY Construction Ltd., Calgary, Alberta","SVEMY Construction Ltd., Calgary, Alberta","Improvement work on the dispatch services, Jasper National Park, Alberta","Travaux d'amélioration du service de répartition, Parc national Jasper, Alberta",263000,0,0
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","WSP Canada Inc, Montréal, Quebec","WSP Canada Inc, Montréal, Québec","Boundary road swing bridge, Bolsover, Ontario","Pont tournant du chemin Boundary, Bolsover, Ontario",756392,0,267012
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","WSP Canada Inc, Montréal, Quebec","WSP Canada Inc, Montréal, Québec","Rehabilitation of Bobcaygeon swing bridge, Bobcaygeon, Ontario","Réfection du pont tournant de Bobcaygeon, Bobcaygeon, Ontario",1965158,0,417129
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","736902 Ontario Ltd., Woodbridge, Ontario","736902 Ontario Ltd., Woodbridge, Ontario","Rehabilitation of Boundary Road swing bridge, Bolsover, Ontario","Réfection du pont tournant du chemin Boundary, Bolsover, Ontario",913903,0,883653
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","9160-8794 Quebec Inc, Lévis, Quebec","9160-8794 Québec Inc, Lévis, Québec","Acquisition and installation of Ôasis accommodations, Mingan Archipelago National Park Reserve, Quebec","Acquisition et installation d'hébergements Ôasis, Réserve de parc national de l'Archipel-de-Mingan, Québec",293992,0,278495
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","BGIS Global Integrated Solutions Canada LP, Markham, Ontario","BGIS Solutions Globales Intégrées Canada S E C, Markham, Ontario","Betterments to various buildings, various locations, various provinces","Améliorations de divers immeubles, lieux variés, plusieurs provinces",5515247,0,5515247
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","BGIS Global Integrated Solutions Canada LP, Markham, Ontario","BGIS Solutions Globales Intégrées Canada S E C, Markham, Ontario","Betterments to various buildings, various locations, various provinces","Améliorations de divers immeubles, lieux variés, plusieurs provinces",1056591,0,994694
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","BGIS Global Integrated Solutions Canada LP, Markham, Ontario","BGIS Solutions Globales Intégrées Canada S E C, Markham, Ontario","Betterments to various buildings, various locations, various provinces","Améliorations de divers immeubles, lieux variés, plusieurs provinces",7898593,0,7565088
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","BGIS Global Integrated Solutions Canada LP, Markham, Ontario","BGIS Solutions Globales Intégrées Canada S E C, Markham, Ontario","Betterments to various buildings, various locations, various provinces","Améliorations de divers immeubles, lieux variés, plusieurs provinces",4544721,0,4329778
